observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,Check(EIPO:0000004),Check(EIPO:0000004).date,L10(MIPO:0000020),L10(MIPO:0000020).date,L11(MIPO:0000020),L11(MIPO:0000020).date,L12(MIPO:0000020),L12(MIPO:0000020).date,L13(MIPO:0000020),L13(MIPO:0000020).date,L14(MIPO:0000020),L14(MIPO:0000020).date,L8(MIPO:0000020),L8(MIPO:0000020).date,L9(MIPO:0000020),L9(MIPO:0000020).date,TnbL(MIPO:0000019),TnbL(MIPO:0000019).date,W10(MIPO:0000021),W10(MIPO:0000021).date,W11(MIPO:0000021),W11(MIPO:0000021).date,W12(MIPO:0000021),W12(MIPO:0000021).date,W13(MIPO:0000021),W13(MIPO:0000021).date,W14(MIPO:0000021),W14(MIPO:0000021).date,W8(MIPO:0000021),W8(MIPO:0000021).date,W9(MIPO:0000021),W9(MIPO:0000021).date
2,3364575,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,2,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:401718,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,2013,,,95,,,,90.5,,,,,,79,,,,15,,9.5,,,,10.5,,,,,,9,,,
9,3364593,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,9,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:401786,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:3",rainfed,2013,,,,,92.5,,,,81,,,,,,89,,16,,,,10,,,,9,,,,,,10,
6,3364591,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,6,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:401786,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:3",rainfed,2013,,,,,96,,,,77,,,,,,90,,16,,,,9,,,,8.5,,,,,,9,
1,3364500,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,1,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:400344,REPLICATE>BLOCK:13,REPLICATE:2,REPLICATE:3",watered,2013,,,,,94,,,,82,,,,,,82,,16,,,,9,,,,8,,,,,,8,
10,3364567,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,10,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,2013,Yes,,92.5,,,,85,,,,,,80,,,,15,,10,,,,10,,,,,,9,,,
4,3364503,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,4,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:400344,REPLICATE>BLOCK:13,REPLICATE:2,REPLICATE:3",watered,2013,,,,,100,,,,72,,,,,,81,,16,,,,9,,,,8.5,,,,,,8.5,
2,3364501,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,2,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:400344,REPLICATE>BLOCK:13,REPLICATE:2,REPLICATE:3",watered,2013,,,,,93,,,,85,,,,,,85,,16,,,,9.5,,,,9.5,,,,,,8.5,
6,3364540,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,6,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:401424,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2",rainfed,2013,,,89,,,,85,,,,,,68,,,,14,,10,,,,9.5,,,,,,7,,,
3,3364471,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,3,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:400129,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:2",watered,2013,Yes,,90,,,,76,,,,,,84,,,,15,,9.5,,,,8.5,,,,,,7.5,,,
9,3364506,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,9,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:400344,REPLICATE>BLOCK:13,REPLICATE:2,REPLICATE:3",watered,2013,,,,,96,,,,81,,,,,,89,,16,,,,10,,,,8.5,,,,,,9.5,
10,3364483,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,10,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:400129,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:2",watered,2013,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3364565,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,8,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,2013,Yes,,94,,,,85,,,,,,83,,,,15,,9.5,,,,9,,,,,,8.5,,,
2,3364482,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,2,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:400129,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:2",watered,2013,Yes,,88,,,,94,,,,80,,,,,,17,,8,,,,9,,,,8.5,,,,,
8,3364479,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,8,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:400129,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:2",watered,2013,Yes,,,,76,,,,60,,,,,,80,,16,,,,8,,,,8,,,,,,8,
3,3364583,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,3,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:401786,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:3",rainfed,2013,,,95,,,,87,,,,,,82,,,,15,,10.5,,,,9.5,,,,,,10,,,
7,3364547,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,7,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,2013,Yes,,,,85,,,,,,,,,,82,,14,,,,8.5,,,,,,,,,,8.5,
6,3364476,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,6,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:400129,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:2",watered,2013,Yes,,94.5,,,,75,,,,,,85,,,,15,,9.5,,,,9.5,,,,,,8,,,
7,3364478,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,7,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:400129,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:2",watered,2013,Yes,,,,90,,,,72,,,,,,83,,15,,,,8.5,,,,8,,,,,,7.5,
4,3364475,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,4,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:400129,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:2",watered,2013,Yes,,91,,,,82,,,,,,82,,,,15,,8.5,,,,8,,,,,,7,,,
6,3364505,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,6,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:400344,REPLICATE>BLOCK:13,REPLICATE:2,REPLICATE:3",watered,2013,,,,,91,,,,73.5,,,,,,85,,16,,,,9.5,,,,9,,,,,,9.5,
7,3364508,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,7,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:400344,REPLICATE>BLOCK:13,REPLICATE:2,REPLICATE:3",watered,2013,,,99,,,,90.5,,,,71,,,,,,16,,9.5,,,,9.5,,,,8.5,,,,,
7,3364579,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,7,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:401718,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,2013,,,,,96,,,,81.5,,,,,,90,,16,,,,10,,,,9,,,,,,9,
10,3364495,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,10,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:400165,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2",watered,2013,,,,,89.5,,,,79,,,,,,77,,16,,,,9.5,,,,9,,,,,,9.5,
2,3364594,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,2,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:401786,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:3",rainfed,2013,,,,,99,,,,96.5,,,,,,,,19,,,,9,,,,8,,,,,,,
8,3364586,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,8,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:401786,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:3",rainfed,2013,,,90,,,,74,,,,,,81,,,,15,,9.5,,,,10,,,,,,10,,,
3,3364502,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,3,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:400344,REPLICATE>BLOCK:13,REPLICATE:2,REPLICATE:3",watered,2013,,,,,94,,,,79,,,,,,96,,15,,,,9.5,,,,9,,,,,,9.5,
1,3364481,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,1,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:400129,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:2",watered,2013,Yes,,92,,,,86,,,,75,,,,,,17,,9.5,,,,9,,,,9,,,,,
8,3364496,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,8,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:400344,REPLICATE>BLOCK:13,REPLICATE:2,REPLICATE:3",watered,2013,,,91,,,,74,,,,,,86,,,,15,,9,,,,7.5,,,,,,8.5,,,
3,3364488,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,3,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:400165,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2",watered,2013,,,,,94.5,,,,78,,,,,,91,,16,,,,9.5,,,,9.5,,,,,,9,
9,3364531,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,9,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:401227,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,2013,Yes,,,,95,,,,81,,,,,,82,,16,,,,9,,,,9,,,,,,8.5,
9,3364480,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,9,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:400129,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:2",watered,2013,Yes,,,,82,,,,74,,,,,,85,,16,,,,9,,,,7.5,,,,,,8,
8,3364545,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,8,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:401424,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2",rainfed,2013,,,,,86,,,,77,,,,,,86,,15,,,,11,,,,10,,,,,,9,
5,3364477,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,5,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:400129,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:2",watered,2013,Yes,,,,90,,,,75,,,,,,86,,15,,,,10,,,,10,,,,,,9,
3,3364518,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,3,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:400473,REPLICATE>BLOCK:35,REPLICATE:2",watered,2013,Yes,,83,,,,89,,,,75,,,,,,17,,8.5,,,,8.5,,,,8,,,,,
10,3364587,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,10,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:401786,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:3",rainfed,2013,,,92,,,,86,,,,,,84,,,,16,,9.5,,,,10,,,,,,9,,,
7,3364492,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,7,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:400165,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2",watered,2013,,,,,77,,,,78,,,,,,85,,16,,,,10,,,,9,,,,,,9,
10,3364507,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,10,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:400344,REPLICATE>BLOCK:13,REPLICATE:2,REPLICATE:3",watered,2013,,,,,92,,,,79,,,,,,86,,16,,,,8.5,,,,8.5,,,,,,7.5,
2,3364513,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,2,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:400473,REPLICATE>BLOCK:35,REPLICATE:2",watered,2013,Yes,,,,87,,,,78,,,,,,91,,16,,,,9,,,,8,,,,,,9.5,
6,3364491,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,6,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:400165,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2",watered,2013,,,,,89,,,,74,,,,,,92,,16,,,,8.5,,,,9.5,,,,,,9,
3,3364554,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,3,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,2013,Yes,,,,92,,,,82,,,,,,84,,15,,,,9.5,,,,9,,,,,,8,
6,3364519,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,6,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:400473,REPLICATE>BLOCK:35,REPLICATE:2",watered,2013,Yes,,91,,,,91,,,,72.5,,,,,,17,,8.5,,,,9,,,,7.5,,,,,
7,3364592,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,7,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:401786,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:3",rainfed,2013,,,,,101,,,,77,,,,,,92,,16,,,,9.5,,,,9,,,,,,9.5,
4,3364589,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,4,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:401786,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:3",rainfed,2013,,,,,95,,,,77,,,,,,86,,16,,,,10,,,,8.5,,,,,,9.5,
8,3364516,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,8,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:400473,REPLICATE>BLOCK:35,REPLICATE:2",watered,2013,Yes,,,,90,,,,75,,,,,,82,,16,,,,9.5,,,,9.5,,,,,,8.5,
9,3364494,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,9,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:400165,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2",watered,2013,,,,,94,,,,81,,,,,,90.5,,16,,,,9,,,,8.5,,,,,,8,
4,3364509,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,4,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:400473,REPLICATE>BLOCK:35,REPLICATE:2",watered,2013,Yes,,92,,,,80.5,,,,,,78,,,,,,9.5,,,,9,,,,,,8,,,
4,3364489,Deb13,Syngenta Debrecen 2013,127400,https://doi.org/10.15454/P5UIAJ,B73_H,REPLICATE>BLOCK>PLOT>PLANT,,,,4,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:400165,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2",watered,2013,,,,,89,,,,78,,,,,,87,,16,,,,9.5,,,,9.5,,,,,,8.5,
